QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3
0.3377,0.0,0.6753,0.3377,0.0,0.3377,0.0,1.013,0.0,0.0,0.6753,0.6753,0.0,0.3377,0.3377,1.6883,0.3377,0.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2268,0.23,0.2055,0.2268,0.23,0.2055
1.0304,0.2576,0.1717,0.687,0.0859,0.1717,0.6011,0.6011,0.0,0.5152,0.8587,1.0304,0.1717,0.0859,0.1717,0.2576,0.1717,0.1717,0.3435,0.1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3398,0.2871,0.2873,0.3398,0.2871,0.2873
0.0,0.5461,0.0,0.0,0.0,0.0,0.0,3.2769,0.0,0.0,0.0,0.0,0.2731,0.0,0.2731,0.0,0.0,0.2731,1.6384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.3135,0.2212,0.1923,0.3135,0.2212,0.1923
0.3228,0.6456,0.3228,0.6456,0.0,0.0,0.3228,0.3228,0.0,0.0,0.3228,0.3228,0.0,0.3228,0.3228,2.2595,0.3228,0.0,0.3228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.206,0.2225,0.2488,0.206,0.2225,0.2488
0.9771,0.0,0.4885,0.4885,0.0,0.0,0.4885,1.4656,0.0,0.0,0.9771,0.0,0.0,0.9771,0.0,0.4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224,0.1436,0.1455,0.2224,0.1436,0.1455
0.4308,0.0,0.4308,1.7234,0.0,0.0,2.1542,1.2925,0.0,0.0,0.4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2042,0.2111,0.1538,0.2042,0.2111,0.1538
0.657,0.8759,0.438,0.0,0.0,0.438,0.0,0.657,0.0,0.438,0.657,0.219,0.219,0.438,0.657,0.657,0.219,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2874,0.284,0.2096,0.2874,0.284,0.2096
0.8913,0.8913,0.2971,0.0,0.0,0.8913,0.0,1.4855,0.2971,0.2971,1.4855,0.0,0.2971,0.0,0.8913,0.2971,0.2971,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2451,0.2671,0.1907,0.2451,0.2671,0.1907
0.0,0.635,0.0,0.0,0.0,0.0,0.0,1.2699,0.0,0.635,0.635,0.0,0.0,0.635,1.2699,1.2699,0.0,0.0,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.1661,0.1107,0.0882,0.1661,0.1107,0.0882
0.5716,1.4291,0.0,0.2858,0.0,0.0,1.4291,1.1433,0.0,0.0,0.0,0.2858,0.0,0.0,0.8575,0.2858,0.2858,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2495,0.2192,0.2455,0.2495,0.2192,0.2455
1.1343,0.5671,0.8507,0.0,0.5671,0.0,0.2836,0.2836,0.0,0.0,0.0,0.8507,0.2836,0.8507,0.5671,0.8507,0.5671,0.2836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.2437,0.2787,0.194,0.2437,0.2787
0.2166,0.4331,0.2166,0.8663,0.0,0.8663,0.2166,0.4331,0.0,0.2166,0.8663,0.2166,0.0,0.4331,1.0828,0.0,0.4331,0.0,0.6497,0.6497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2488,0.2681,0.2665,0.2488,0.2681,0.2665
0.3928,0.3928,0.0,0.0,0.0,0.0,0.3928,0.3928,0.0,0.0,0.7856,0.3928,0.0,0.3928,0.3928,1.1785,0.0,0.0,1.5713,0.7856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.247,0.1772,0.183,0.247,0.1772,0.183
0.3441,0.6882,0.6882,0.0,0.0,0.0,0.6882,0.0,0.0,0.0,0.3441,0.3441,0.3441,0.6882,0.0,1.3765,0.3441,0.0,0.0,0.3441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2211,0.2458,0.189,0.2211,0.2458,0.189
0.0,1.0296,0.8237,0.0,0.4119,0.0,0.2059,1.0296,0.0,0.6178,0.2059,0.4119,0.2059,0.6178,0.0,1.2356,0.0,0.2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564,0.2964,0.2412,0.2564,0.2964,0.2412
1.5371,0.0,0.5124,0.5124,0.0,0.5124,0.5124,0.5124,0.0,0.5124,1.0247,0.0,0.0,0.0,0.5124,0.5124,0.0,0.0,0.5124,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171,0.1365,0.134,0.2171,0.1365,0.134
0.0,0.5701,0.0,0.5701,0.0,0.5701,0.0,0.0,0.0,0.0,0.0,0.0,0.5701,1.1403,0.5701,1.1403,1.1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.2045,0.1613,0.064,0.2045,0.1613,0.064
0.4167,0.8335,0.0,0.4167,0.0,0.0,0.0,0.8335,0.0,0.0,0.8335,0.0,0.0,0.4167,0.4167,0.4167,0.0,0.0,0.0,0.4167,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.1095,0.2077,0.266,0.1095,0.2077
0.3726,0.3726,0.3726,0.0,0.0,0.0,0.0,0.3726,0.3726,0.0,0.3726,0.3726,0.7452,0.3726,0.3726,1.4905,0.0,0.0,0.0,0.7452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2086,0.1864,0.2323,0.2086,0.1864,0.2323
0.4422,0.4422,0.4422,0.8845,0.0,0.0,0.4422,0.8845,0.0,0.4422,0.0,0.0,0.0,0.8845,0.4422,0.4422,0.0,0.0,0.0,0.4422,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.233,0.106,0.2188,0.233,0.106
0.835,0.835,0.0,0.0,0.0,0.0,0.4175,0.0,0.0,0.0,0.835,0.4175,0.4175,0.4175,0.0,1.2525,0.4175,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.211,0.1958,0.1757,0.211,0.1958,0.1757
0.7141,0.0,0.7141,0.357,0.0,0.0,0.357,1.4282,0.0,0.7141,1.4282,0.357,0.357,0.0,0.0,0.7141,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588,0.2242,0.1599,0.2588,0.2242,0.1599
1.6857,0.5619,0.5619,0.0,0.0,0.5619,0.0,0.5619,0.0,0.5619,1.1238,0.0,0.0,0.0,0.5619,2.2476,0.0,0.0,0.5619,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1859,0.1156,0.1366,0.1859,0.1156,0.1366
0.8692,0.4346,0.4346,0.4346,0.0,0.4346,0.0,1.3037,0.0,0.0,1.7383,0.0,0.4346,0.0,0.4346,1.7383,0.0,0.0,0.4346,0.4346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2293,0.1956,0.1404,0.2293,0.1956,0.1404
0.5591,0.1864,0.1864,0.7455,0.0,0.1864,0.5591,0.7455,0.3727,0.0,0.3727,0.3727,0.0,0.0,0.0,0.1864,0.1864,0.0,0.7455,0.3727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2482,0.2785,0.2869,0.2482,0.2785,0.2869
1.1846,0.0,0.5923,0.5923,0.0,0.5923,0.0,0.5923,0.0,0.0,0.5923,0.0,0.5923,0.5923,0.5923,0.0,0.0,0.0,0.5923,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632,0.1575,0.0869,0.1632,0.1575,0.0869
0.8226,0.2742,0.2742,0.2742,0.0,0.5484,0.5484,0.5484,0.5484,0.2742,0.0,0.2742,0.5484,0.0,0.0,0.5484,0.0,0.0,0.5484,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2321,0.2599,0.2338,0.2321,0.2599,0.2338
0.972,0.486,0.0,0.0,0.0,0.0,0.0,0.486,0.0,0.0,0.0,0.486,0.0,0.972,1.4581,0.486,0.486,0.0,0.0,0.486,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.2285,0.1353,0.1502,0.2285,0.1353,0.1502
0.3825,0.8926,0.3825,0.8926,0.255,0.51,0.1275,0.3825,0.0,0.51,1.4026,0.255,0.1275,0.1275,0.1275,0.51,0.255,0.0,0.0,0.1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2997,0.2885,0.2843,0.2997,0.2885,0.2843
0.5819,0.5819,0.2909,0.2909,0.5819,0.0,0.0,1.7457,0.0,0.2909,0.8728,0.8728,0.2909,0.2909,0.0,0.5819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439,0.2396,0.2255,0.2439,0.2396,0.2255
1.1019,0.0,0.551,0.0,0.0,0.0,0.0,0.551,0.551,0.0,0.0,0.0,0.0,1.1019,0.551,0.551,0.0,0.551,0.551,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.1704,0.0806,0.198,0.1704,0.0806
0.0,1.1969,0.0,0.2992,0.5985,0.0,0.2992,0.2992,0.0,0.0,0.0,0.0,0.5985,0.0,0.2992,0.0,0.2992,0.2992,0.2992,0.8977,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643,0.2753,0.1612,0.2643,0.2753,0.1612
0.4443,0.8887,0.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.4443,0.4443,0.0,0.0,0.4443,0.8887,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1522,0.23,0.1734,0.1522,0.23,0.1734
0.0,0.0,0.894,0.447,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.0,0.894,0.0,0.447,0.0,0.447,0.447,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1832,0.1961,0.1737,0.1832,0.1961,0.1737
0.4825,0.0,0.0,0.4825,0.0,0.0,0.0,1.4474,0.4825,0.0,0.4825,0.0,0.0,0.9649,0.0,0.0,0.4825,0.0,0.4825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.1946,0.1412,0.1818,0.1946,0.1412
0.1654,0.6615,0.6615,0.1654,0.4961,0.0,0.3308,0.8269,0.4961,0.3308,0.8269,0.1654,0.3308,0.3308,0.3308,0.6615,0.0,0.0,0.3308,0.3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.275,0.3016,0.258,0.275,0.3016
0.0,0.4552,0.0,0.0,0.0,0.0,1.8207,0.4552,0.0,0.0,1.3655,0.0,0.0,0.0,0.4552,0.0,0.0,0.0,0.0,0.4552,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.1328,0.153,0.259,0.1328,0.153
0.0,0.5025,0.0,0.0,0.0,0.0,0.0,0.5025,0.5025,1.0051,0.0,0.5025,0.5025,0.0,1.5076,0.0,0.0,0.0,0.0,0.5025,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0,0.0001,0.1672,0.1601,0.1701,0.1672,0.1601,0.1701
0.2843,0.2843,0.2843,0.5686,0.5686,0.5686,0.0,1.9902,0.0,0.5686,0.2843,0.8529,0.2843,0.2843,0.2843,1.4215,0.0,0.0,0.0,0.5686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.2551,0.2116,0.249,0.2551,0.2116
0.725,0.4833,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.0,0.4833,0.2417,0.0,0.4833,0.725,1.2083,0.2417,0.2417,0.4833,0.2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2103,0.281,0.267,0.2103,0.281,0.267
0.2913,0.2913,0.5825,0.5825,0.0,0.2913,0.2913,0.2913,0.0,0.0,0.8738,0.5825,0.0,0.8738,0.5825,0.2913,0.0,0.2913,0.2913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.244,0.2072,0.2575,0.244,0.2072
0.2049,0.6148,0.2049,0.6148,0.0,0.6148,0.0,0.6148,0.2049,0.2049,0.4099,0.4099,0.2049,0.4099,0.0,0.8197,1.0246,0.2049,0.4099,0.2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.3092,0.2249,0.261,0.3092,0.2249
0.7045,0.3522,0.0,0.3522,0.0,0.0,0.7045,0.0,0.0,0.0,0.7045,0.7045,0.3522,0.0,0.0,0.3522,0.3522,0.3522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.2627,0.154,0.231,0.2627,0.154
0.0,0.3749,0.3749,0.0,0.0,0.0,0.3749,0.3749,0.0,0.7498,0.3749,0.7498,0.3749,0.3749,0.3749,0.7498,0.3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2836,0.1981,0.1434,0.2836,0.1981,0.1434
0.0,1.1355,0.757,0.0,0.0,0.3785,0.0,0.3785,0.3785,0.757,0.3785,0.0,0.0,0.0,2.271,0.0,0.0,0.0,0.3785,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.2478,0.1853,0.1884,0.2478,0.1853,0.1884
0.4068,0.1017,0.3051,0.3051,0.6102,0.4068,0.5085,0.4068,0.1017,0.4068,0.7119,0.9152,0.4068,0.5085,0.7119,1.2203,0.5085,0.0,0.3051,0.5085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3093,0.3023,0.2867,0.3093,0.3023,0.2867
0.4767,0.4767,0.0,0.4767,0.0,0.0,0.4767,0.0,0.0,0.4767,0.0,0.0,0.0,0.4767,1.4302,0.9534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.1531,0.2138,0.1564,0.1531,0.2138,0.1564
0.9756,0.6504,0.0,0.6504,0.0,0.3252,0.3252,0.0,0.0,0.3252,0.3252,0.3252,0.3252,0.0,0.6504,0.3252,0.3252,0.0,0.0,0.6504,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536,0.2671,0.1541,0.2536,0.2671,0.1541
0.4647,0.4647,0.6971,0.4647,0.0,0.2324,0.0,0.0,0.2324,0.2324,0.6971,0.6971,0.2324,0.2324,0.0,0.4647,0.4647,0.0,0.4647,0.4647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365,0.2719,0.2593,0.2365,0.2719,0.2593
0.0,0.0,0.9356,0.0,0.0,0.0,0.0,0.0,0.9356,1.4035,0.9356,0.0,0.9356,0.0,0.4678,0.9356,0.0,0.4678,0.4678,0.9356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936,0.1992,0.1395,0.1936,0.1992,0.1395
0.4237,0.6356,0.2119,0.2119,0.4237,0.2119,0.4237,0.6356,0.0,0.4237,0.6356,0.2119,0.0,0.2119,0.0,0.6356,0.4237,0.4237,0.0,0.6356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646,0.2865,0.237,0.2646,0.2865,0.237
0.3556,0.3556,0.0,1.4225,0.0,0.0,1.0669,0.0,0.0,0.0,0.7113,0.0,0.0,0.7113,0.3556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963,0.2479,0.2001,0.1963,0.2479,0.2001
1.4344,0.0,0.0,0.4781,0.0,0.4781,0.0,0.0,0.4781,0.9562,1.4344,0.0,0.0,0.0,0.4781,0.4781,0.0,0.0,0.4781,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.1667,0.1757,0.1795,0.1667,0.1757
0.6873,0.4582,0.2291,0.6873,1.1456,0.2291,0.2291,0.9164,0.2291,0.0,0.0,0.2291,0.0,0.2291,0.2291,0.9164,0.0,0.2291,0.2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2986,0.249,0.2233,0.2986,0.249,0.2233
0.5158,0.7736,0.2579,0.9026,0.0,0.9026,0.3868,0.3868,0.3868,0.1289,0.5158,0.0,0.3868,0.2579,0.2579,0.3868,0.1289,0.3868,0.3868,0.1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173,0.2703,0.2835,0.3173,0.2703,0.2835
0.4369,0.4369,0.0,0.8737,0.0,0.0,0.0,1.3106,0.0,0.0,0.4369,0.0,0.4369,0.8737,0.4369,0.0,0.0,0.0,0.0,0.4369,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.1806,0.1455,0.237,0.1806,0.1455
1.2968,0.2594,0.5187,0.0,0.0,0.7781,1.5561,0.5187,0.0,0.0,0.7781,0.0,0.0,0.0,1.8155,0.5187,0.0,0.2594,0.0,1.2968,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2311,0.2807,0.2289,0.2311,0.2807,0.2289
0.474,0.0,0.0,0.0,0.9481,0.0,0.474,0.474,0.0,0.0,0.0,0.474,0.0,0.474,0.0,0.0,0.9481,0.474,0.474,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689,0.1751,0.1819,0.1689,0.1751,0.1819
1.8032,0.0,0.0,0.0,0.0,0.6011,0.0,0.6011,0.0,0.0,0.6011,0.0,0.6011,1.2022,4.2076,0.0,0.0,0.0,1.2022,1.2022,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.1171,0.1343,0.1475,0.1171,0.1343,0.1475
1.7136,0.4896,0.4896,0.4896,0.0,0.4896,0.4896,0.9792,0.0,0.0,1.7136,0.0,0.0,0.0,1.224,0.4896,0.2448,0.0,0.2448,0.4896,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2344,0.2887,0.2321,0.2344,0.2887,0.2321
0.5918,0.789,0.1973,0.1973,0.0,0.0,0.1973,0.5918,0.3945,0.1973,0.5918,0.1973,0.1973,0.1973,0.5918,0.5918,0.1973,0.3945,0.0,0.1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291,0.1904,0.2833,0.3291,0.1904,0.2833
0.2554,0.5108,0.5108,0.7663,0.0,1.0217,0.0,0.2554,0.2554,0.0,0.2554,0.2554,0.2554,0.5108,0.0,0.7663,0.7663,0.2554,0.5108,0.2554,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664,0.2977,0.1805,0.2664,0.2977,0.1805
0.3129,0.3129,0.3129,0.6259,0.9388,0.4694,0.1565,0.6259,0.4694,0.3129,0.7823,0.1565,0.1565,0.4694,0.6259,0.3129,0.0,0.0,0.4694,0.4694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.3188,0.2667,0.258,0.3188,0.2667
1.8228,0.4557,0.2279,0.4557,0.0,0.2279,2.7343,0.9114,0.0,0.0,0.4557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2279,0.0001,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2729,0.2386,0.2607,0.2729,0.2386,0.2607
0.4497,0.2249,0.2249,0.8995,0.0,0.2249,0.2249,0.4497,0.4497,0.0,1.1244,0.0,0.0,0.4497,0.4497,1.3492,0.2249,0.2249,0.2249,0.2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.3128,0.2802,0.1821,0.3128,0.2802,0.1821
0.3873,0.3873,0.0,0.0,0.0,0.0,0.0,1.162,0.3873,0.0,0.3873,0.3873,0.0,0.7747,0.7747,0.0,0.0,0.3873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1757,0.2295,0.2075,0.1757,0.2295,0.2075
0.483,0.483,0.0,0.0,0.0,0.966,0.0,0.483,0.483,0.0,0.0,0.0,0.966,0.483,0.483,0.483,0.483,0.0,0.483,0.483,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1726,0.1444,0.2,0.1726,0.1444
